hostname,n_planets,avg_radius_earth,avg_mass_jupiter
Kepler-501,2,2.990598695,10.285
CoRoT-24,2,4.35,16.85
Kepler-395,2,1.175,1.69
Kepler-1052,2,2.615,7.405
Kepler-384,2,1.125,1.4849999999999999
Kepler-1266,2,2.13011981,5.32
Kepler-315,2,3.96,14.9
HD 75898,2,12.899999999999999,1754.4128066399999
TOI-904,2,2.2965,5.9
K2-168,2,1.585,3.1950000000000003
Kepler-232,2,3.455,11.844999999999999
HD 33844,2,13.45,597.5204
Kepler-120,2,1.8399999999999999,5.73
HD 215497,2,13.0,850.0320745199999
Kepler-1322,2,1.882462635,4.255
HD 154857,2,13.25,799.32675
TOI-421,2,3.865,10.4
Kepler-380,2,1.23,1.98
Kepler-1990,2,2.125,5.802
Kepler-204,2,2.16,5.4
Kepler-258,2,3.835,14.1
Kepler-262,2,1.5,2.875
Kepler-340,2,2.95,9.120000000000001
Kepler-365,2,1.8399999999999999,4.075
Kepler-378,2,0.725,0.309
Kepler-57,2,2.6654999999999998,15.959999999999999
K2-270,2,2.165,5.745
GJ 1002,2,1.065,1.2200000000000002
Kepler-879,2,1.4849999999999999,3.5832
TOI-6054,2,2.73,10.9
Kepler-1162,2,2.01,4.725
Kepler-368,2,3.57,12.5
Kepler-314,2,1.865,4.624
K2-170,2,1.609970035,3.25
OGLE-2006-BLG-109L,2,12.55,158.5
Kepler-162,2,2.145,5.779999999999999
Kepler-1365,2,0.8600000000000001,0.579
Kepler-1315,2,1.6119944149999998,3.2699999999999996
K2-63,2,3.56,12.5
TOI-1422,2,3.2199999999999998,11.75
EPIC 201595106,2,2.7924999999999995,11.45
Kepler-147,2,1.98,4.720000000000001
HD 30177,2,12.649999999999999,2312.678403535
HD 183263,2,12.8,2031.082434935
HD 156098,2,8.46,838.7491660750001
G 192-15,2,2.4450000000000003,7.665
Kepler-1642,2,2.93,8.93
TOI-4342,2,2.3405,6.085
KIC 9663113,2,4.4,17.799999999999997
Kepler-287,2,2.795,74.5
Kepler-864,2,2.01,4.805
55 Cnc B,2,1.925,4.4
TOI-1130,2,8.33,177.9
Kepler-268,2,2.965,9.22
K2-243,2,2.09,5.025
HD 12661,2,13.25,835.8906459049999
Kepler-181,2,1.63,3.385
HD 13808,2,3.24,10.58
HD 15337,2,2.1479999999999997,6.6555
Kepler-1154,2,2.3499999999999996,6.125
Kepler-112,2,2.38,6.26
Kepler-109,2,2.5700000000000003,6.55
Kepler-101,2,3.51,27.44
KOI-55,2,0.813,0.5475
KOI-1599,2,1.9,6.8
HD 47366,2,13.45,572.72678941
HD 80653,2,7.2065,862.585840935
HD 72659,2,12.649999999999999,3557.77118796
Kepler-146,2,3.42,11.63
Kepler-209,2,2.6799999999999997,7.765000000000001
HIP 38594,2,5.355,28.25
Kepler-308,2,2.14,5.225
HD 25912,2,9.55,2645.444745665
HD 156668,2,4.02,17.823397565
TOI-776,2,1.9225,5.95
TOI-763,2,2.455,9.555
TOI-4562,2,12.665,1282.934954195
TOI-2095,2,1.29,5.75
TOI-1347,2,1.7000000000000002,8.75
TIC 434398831,2,4.57,19.55
HD 192310,2,4.76,20.45
Kepler-799,2,4.830342755,23.025
Kepler-367,2,1.25,2.055
Kepler-430,2,2.5,7.154999999999999
Kepler-389,2,1.4849999999999999,2.81
HD 113337,2,12.6,3667.73981678
Kepler-379,2,1.975,4.625
Kepler-1518,2,2.9749999999999996,9.14
Kepler-760,2,2.27,6.1899999999999995
GJ 682,2,2.41,6.55
HD 147873,2,13.05,1182.3276
Kepler-119,2,2.2600000000000002,6.6605
HD 74156,2,13.0,1643.17286419
HD 111232,2,12.399999999999999,4136.2188887
KMT-2022-BLG-1818L,2,13.1,692.86592726
Kepler-227,2,3.075,9.665
Kepler-240,2,1.7850000000000001,52.375
K2-146,2,2.12,6.63
Pr0211,2,13.0,1536.70805
TOI-1052,2,4.675000000000001,25.599999999999998
Kepler-656,2,2.265,6.24
Kepler-1869,2,0.92977677,0.895
TOI-201,2,11.47799624,2348.75192773
TOI-2322,2,1.4340000000000002,10.205
TOI-1288,2,8.034232755,64.9
TOI-2525,2,9.404334805,117.75542479500001
HIP 8152,2,2.5303417550000002,9.8
TOI-406,2,1.7000000000000002,4.325
HIP 111909,2,13.8,321.00669107
TOI-544,2,3.469,12.195
Kepler-561,2,4.82,23.175
HD 50499,2,13.35,725.60589
HD 28185,2,12.45,4048.498248365
TOI-1694,2,9.5711133,164.15
Kepler-396,2,4.4,46.7
WASP-8,2,12.583085,1905.3291
Kepler-317,2,1.9049999999999998,56.705
TOI-2295,2,14.638600815,1030.558609695
TOI-1062,2,2.6825,9.965
Kepler-300,2,1.96,4.5600000000000005
Kepler-291,2,2.02,4.75
TIC 279401253,2,11.90449035,2250.22512156
HD 109271,2,4.789999999999999,20.658
OGLE-2012-BLG-0026L,2,10.81,158.05
NY Vir,2,13.05,1245.8781
Kepler-722,2,2.7249999999999996,7.88
HD 1461,2,2.325,6.015000000000001
Kepler-511,2,5.279821634999999,24.8
Kepler-419,2,11.7,1557.3
HD 196067,2,7.805,1816.8219199
Kepler-360,2,1.875,4.21
K2-158,2,1.96,4.82
K2-166,2,1.705,3.705
Kepler-293,2,3.45,11.82
Kepler-283,2,1.975,4.575
Kepler-242,2,2.3049999999999997,5.99
Kepler-285,2,1.23,1.91
Kepler-216,2,2.6950000000000003,7.800000000000001
K2-84,2,2.2199999999999998,5.585
Kepler-144,2,1.34,2.3600000000000003
TOI-1798,2,1.956,6.05
75 Cet,2,13.600000000000001,538.878064065
HD 207832,2,14.1,205.00035
Kepler-105,2,1.9849999999999999,8.2
KOI-134,2,10.949222635,208.177606585
K2-398,2,3.686,14.295
K2-264,2,2.4495,6.605
K2-247,2,2.1550000000000002,5.285
Kepler-953,2,2.7,9.155
K2-21,2,2.165,5.4
HD 66428,2,12.95,2019.799526485
HD 5319,2,13.65,414.609235
K2-185,2,1.77,3.95
Kepler-937,2,3.1950000000000003,10.505
Kepler-1312,2,1.56366367,3.065
Kepler-183,2,2.165,20.3
HD 1605,2,13.4,723.69891
HD 159243,2,13.55,481.515
GJ 806,2,1.8054999999999999,3.8499999999999996
Kepler-141,2,1.0499999999999998,1.4135
Kepler-121,2,2.3049999999999997,5.925
EPIC 212297394,2,1.875,4.279999999999999
Kepler-1491,2,1.975,4.71
TOI-6109,2,4.8515,20.950000000000003
Kepler-170,2,3.0300000000000002,45.574999999999996
Kepler-1649,2,1.0385,1.115
TOI-2015,2,3.1195000000000004,9.055
OGLE-2019-BLG-0468L,2,12.8,2169.178877775
Kepler-949,2,2.9400000000000004,8.955
Kepler-920,2,3.11,10.120000000000001
Kepler-182,2,3.005,9.39
Kepler-1336,2,1.845,4.075
Kepler-725,2,6.94,45.65
WASP-53,2,12.038466,2937.0670299999997
Kepler-274,2,1.69,3.515
Kepler-328,2,3.85,33.95
Kepler-405,2,3.37,12.290000000000001
Kepler-732,2,1.725,3.7699999999999996
Kepler-607,2,1.815006005,4.32
Kepler-610,2,3.745,13.600000000000001
Kepler-393,2,1.31,2.27
Kepler-653,2,1.365,2.4295
Kepler-382,2,1.455,2.7249999999999996
HD 134060,2,4.535,19.695
Kepler-346,2,2.865,8.6
HIP 97166,2,2.6150669,13.55
Kepler-233,2,2.5700000000000003,7.140000000000001
Kepler-887,2,1.4849999999999999,2.775
Kepler-1165,2,2.455466925,7.109999999999999
TOI-1224,2,2.4939999999999998,6.875
Kepler-243,2,2.22,5.595000000000001
K2-38,2,1.915,7.800000000000001
Kepler-273,2,1.74,3.7199999999999998
TOI-1803,2,3.64,9.16
Kepler-1464,2,1.33,2.181
TOI-2093,2,2.775,13.2
Kepler-1038,2,2.4731169,7.395
Kepler-103,2,4.4698,35.07
Kepler-29,2,2.445,4.75
Kepler-329,2,1.665,3.46
TOI-836,2,2.1455,7.0649999999999995
TOI-969,2,7.5825000000000005,1800.28049955
KMT-2024-BLG-0404L,2,8.115,4337.47290334
KIC 5437945,2,5.96,29.85
HIP 65407,2,14.100000000000001,192.60498
HD 99706,2,13.25,1099.6918
K2-190,2,1.22491023,1.875
Kepler-865,2,1.6900000000000002,3.6999999999999997
HIP 67522,2,8.96158007,59.85
HD 189567,2,2.6950000000000003,7.75
HD 114783,2,13.55,476.73698665
HD 13908,2,13.350000000000001,952.6550000000001
Kepler-730,2,6.94958,3.09
EPIC 206317286,2,1.527,2.935
GJ 317,2,13.45,624.497311005
Kepler-313,2,2.55,7.035
HD 187123,2,13.7,539.192764045
Kepler-213,2,1.98,4.67
HD 60532,2,13.55,567.32655
HD 45184,2,3.215,10.5
Kepler-108,2,8.415,53.45
HD 4732,2,13.25,850.349902925
HD 94890,2,12.9,1754.4128066399999
HD 25463,2,1.9544538349999998,6.5
Kepler-333,2,1.215,14.805
Kepler-163,2,1.6549999999999998,3.4450000000000003
Kepler-312,2,2.2199999999999998,6.154999999999999
K2-275,2,2.275,5.8
K2-389,2,2.185,5.43
HD 47186,2,9.01,66.83405
Kepler-87,2,9.815,165.29999999999998
Kepler-625,2,1.52,2.89
Kepler-406,2,1.14,4.529999999999999
HD 168443,2,12.399999999999999,3962.3667500700003
Kepler-303,2,1.015,1.095
Kepler-234,2,3.605,12.649999999999999
HD 155918,2,7.735,942.8379693649999
GJ 536,2,2.355,6.13
7 CMa,2,13.65,432.24879999999996
XO-2 S,2,12.25,259.0224
TOI-6695,2,11.563816795000001,263.79757781
Kepler-605,2,1.15,1.6179999999999999
Kepler-356,2,1.69,3.51
Kepler-261,2,2.09,5.025
Kepler-177,2,6.115,10.27
G 264-012,2,1.575,3.125
Kepler-1801,2,2.80963077,8.3
Kepler-1907,2,1.012600365,1.1095
Kepler-152,2,2.59,7.25
Kepler-128,2,1.471,3.585
Kepler-117,2,10.2,307.3275
Kepler-111,2,4.3320378999999996,112.79994245
Kepler-231,2,1.83,29.75
HD 106315,2,3.3949999999999996,13.899999999999999
K2-43,2,3.465,12.47
K2-201,2,2.342875565,6.67
HD 67087,2,13.0,1256.5
Kepler-1641,2,3.0300000000000002,9.43
HD 24040,2,11.125,826.5127724050001
HD 110113,2,2.081924085,7.525
TOI-815,2,2.7800000000000002,15.55
TOI-6041,2,7.525,53.400000000000006
TOI-1453,2,1.6985000000000001,2.635
Kepler-750,2,2.3449999999999998,6.45
Kepler-449,2,2.41,6.475
Kepler-94,2,8.004999999999999,1568.42
Kepler-355,2,2.085,5.265
Kepler-335,2,3.23,10.52
Kepler-320,2,1.255,2.0
LP 890-9,2,1.3435000000000001,19.25
Kepler-214,2,2.37,6.25
Kepler-230,2,3.15,10.81
Kepler-1370,2,1.5550000000000002,3.0949999999999998
TOI-1669,2,8.19819885,102.0
K2-282,2,2.05,4.995
K2-195,2,2.852909455,8.56
HIP 54373,2,3.2199999999999998,10.53
TOI-1774,2,2.985,9.4
TOI-1294,2,12.211849405,105.45
WASP-148,2,11.186994705,107.90274417500001
WASP-84,2,6.335,117.6
BD-06 1339,2,8.38,788.01686317
GJ 3090,2,2.66,7.26
K2-8,2,2.995,9.445
Kepler-1488,2,1.755783745,3.745
CoRoT-20,2,10.80778,3384.8894999999998
14 Her,2,12.75,2078.279953375
Kepler-131,2,1.625,12.19
HD 102329,2,13.05,1538.2972
Kepler-135,2,1.4849999999999999,2.79
WISPIT 1,2,12.600000000000001,2494.95299495
Kepler-553,2,8.16013795,1122.7288477250002
WASP-107,2,11.86823,72.75
TOI-756,2,7.905,648.517524175
Kepler-156,2,2.425,6.470000000000001
Kepler-280,2,1.73,3.7
Kepler-180,2,2.255,6.09
Kepler-1656,2,9.286999999999999,87.1
Kepler-185,2,1.595,3.225
Kepler-134,2,1.63,3.395
Kepler-1996,2,2.535,7.015000000000001
Kepler-241,2,2.45,6.585
Kepler-307,2,2.3150000000000004,5.54
Kepler-353,2,1.135,1.56
Kepler-436,2,2.5300000000000002,6.970000000000001
BD-08 2823,2,12.5,1526.24706587
K2-62,2,2.005,4.68
Kepler-783,2,1.5557686249999998,3.2195
HD 9446,2,13.7,400.449
HD 260655,2,1.3864999999999998,2.615
HD 200964,2,13.6,447.027895
HD 18143,2,7.89,1594.2272895150002
Kepler-963,2,1.6300000000000001,3.8579999999999997
Kepler-975,2,6.085,41.495000000000005
HD 177830,2,10.685,292.4026
EPIC 212624936,2,1.75,3.8850000000000002
HD 128311,2,13.25,883.24957
TOI-1450 A,2,1.13,1.3925
LkCa 15,2,,
HIP 9618,2,3.628470265,7.65
Kepler-397,2,4.32,19.11
TOI-1386,2,8.25819325,60.5
K2-154,2,2.03,4.78
TOI-1238,2,1.66,6.04
KMT-2021-BLG-1077L,2,10.23,74.689675645
Kepler-348,2,1.425,2.625
K2-73,2,7.79,575.6
HD 109833,2,2.739,7.955
HD 147018,2,13.05,1377.0
Kepler-190,2,1.51,2.8899999999999997
Kepler-1065,2,2.665,8.295
TOI-771,2,1.4300000000000002,2.67
TOI-880,2,3.5700000000000003,13.565
TYC 1422-614-1,2,12.9,1986.25
K2-374,2,1.903,4.345000000000001
KOI-984,2,9.2,113.45
K2-224,2,1.985,4.72
K2-117,2,2.045,4.84
HD 93963 A,2,2.294652125,10.6
Kepler-495,2,3.22468207,12.89
Kepler-407,2,6.745,2000.965
Kepler-110,2,2.02,4.765
GJ 251,2,1.795,3.865
K2-50,2,1.295,2.061
Kepler-712,2,4.13,16.25
TOI-4600,2,8.11,1953.055561015
HD 115404 A,2,9.295,1655.2503436549998
TOI-1634,2,1.773,7.57
HD 190360,2,8.995000000000001,295.5800663
GJ 3323,2,1.275,2.165
TOI-1272,2,4.541024535,24.35
K2-141,2,4.255,6.484999999999999
bet Pic,2,15.497425,3475.1358021349997
HD 68988,2,12.8,2701.543028605
Kepler-418,2,9.335543269999999,186.65562384999998
Kepler-387,2,0.96,0.8600000000000001
Kepler-375,2,2.05,5.105
HU Aqr,2,12.850000000000001,1652.716
HD 86226,2,8.23,75.13675
Kepler-294,2,2.24,5.79
K2-99,2,12.24075977,1473.134666445
K2-199,2,2.29,9.65
HD 38529,2,13.3,1752.823664605
Kepler-1666,2,3.059192655,9.58
HD 15906,2,2.585,7.28
Kepler-225,2,1.52,2.955
Kepler-202,2,1.74,3.685
Kepler-361,2,1.9849999999999999,4.800000000000001
Kepler-1016,2,2.93,9.245
Kepler-1086,2,2.69,7.745000000000001
HD 152843,2,4.495,9.745000000000001
Kepler-1462,1,3.82,14.0
TOI-892,1,11.99363,301.9385
Kepler-573,1,2.79,8.2
Kepler-597,1,2.37,6.21
Kepler-637,1,4.75,20.2
Kepler-665,1,2.6,7.27
Kepler-714,1,9.67,67.6
Kepler-463,1,3.05,9.53
Kepler-819,1,2.76,8.05
Kepler-877,1,2.12,5.14
Kepler-906,1,2.11,5.1
Kepler-950,1,8.98,59.6
Kepler-98,1,1.99,3.55
OGLE-2017-BLG-1099L,1,13.1,959.84178914
Qatar-7,1,19.0553,597.5204
Qatar-9,1,11.309881,378.2177
SPECULOOS-3,1,0.977,0.894
TIC 88785435,1,5.03,22.3
TOI-1442,1,1.17,1.71
Kepler-438,1,1.12,1.46
TOI-1685,1,1.421,3.07
Kepler-1920,1,2.95415848,9.03
Kepler-1696,1,2.80982017,8.29
TOI-2719,1,5.98,29.9
TOI-3362,1,12.80065596,1598.3590588
TOI-3493,1,3.22,8.97
TOI-4465,1,14.01122587,1872.00931723
TOI-620,1,3.76,13.6
TOI-640,1,19.2794468,181.16219199
TOI-908,1,3.186,16.137
WASP-150,1,11.99363,2688.8418
WASP-34,1,11.209,177.9848
WASP-94 A,1,17.71022,158.915
Kepler-1682,1,2.88940836,8.7
omi CrB,1,13.7,355.96781584
AB Pic,1,12.3,4290.5
CoRoT-17,1,11.43,772.29
G 9-40,1,1.9,4.0
Kepler-1415,1,1.29,2.21
Kepler-1387,1,0.93,0.749
HATS-7,1,6.310667,38.1396
HD 129445,1,13.3,797.74930157
Kepler-1386,1,1.24,2.07
HD 174205,1,13.0,1334.8793094
HD 175167,1,12.3,4703.8604236
HD 206255,1,6.47,34.2
HD 218566,1,9.32,63.566
HD 4208,1,13.9,257.4423
HD 457,1,11.9,8445.3364308
HD 95127,1,12.4,3378.5329
HIP 109600,1,13.2,851.7844
Kepler-1248,1,1.18,1.76
HR 810,1,12.7,1970.5361234
K2-248,1,2.57,7.13
Kepler-1231,1,1.42,2.6
K2-289,1,9.1,61.0
Kepler-1197,1,1.25,2.1
K2-404,1,2.53,6.94
Kepler-1142,1,1.47,2.76
KOI-13,1,16.948008,2949.4624
KOI-2513,1,2.80224517,7310.053361
Kepler-1122,1,2.04,4.82
Kepler-1128,1,3.65,12.9
Kepler-1301,1,1.4,2.54
Kepler-1423,1,1.06,1.2
Kepler-1466,1,1.55,3.02
Kepler-1485,1,1.47,2.76
Kepler-1512,1,1.18,1.76
Kepler-1011,1,2.87,8.6
Kepler-1766,1,2.27904508,5.81
Kepler-1825,1,1.42200732,2.61
Kepler-1866,1,2.08215108,4.99
Kepler-1010,1,2.32,5.99
Kepler-1900,1,1.62314676,3.27
KMT-2016-BLG-1836L,1,13.3,700.0
K2-392,1,1.85,4.08
K2-39,1,6.27704,28.6047
K2-385,1,1.539,2.98
Kepler-421,1,4.16,16.1
HD 89839,1,12.9,1592.32031907
Kepler-478,1,2.71,7.8
TOI-4633,1,3.2,123.0
Kepler-611,1,1.65,3.36
HD 38801,1,12.5,3082.31534
Kepler-720,1,8.41,53.4
Kepler-791,1,3.05,9.53
Kepler-805,1,2.89,8.7
Kepler-817,1,9.03,60.2
Kepler-882,1,1.23,2.04
Kepler-919,1,2.25,5.69
HD 216437,1,13.0,1334.8793094
Kepler-970,1,2.609,7.31
MASCARA-4,1,16.98160576,532.36258173
OGLE-TR-56,1,15.278,441.77
SR 12 AB,1,12.3,4131.62
HD 195019,1,13.0,1264.9634
HD 190984,1,13.0,1137.82569706
TOI-2196,1,3.51,26.0
TOI-2445,1,1.25,2.1
TOI-2986,1,9.292245,96.61983573
TOI-3919,1,12.31866979,1233.17421916
TOI-4515,1,12.17,637.0
TOI-4666,1,12.44196858,222.4798849
TOI-4794,1,14.35870428,308.29355479
HD 183579,1,3.49,20.4
TOI-715,1,1.55,3.02
TOI-762 A,1,8.33948164,79.77493016
HD 1666,1,12.7,2040.0
WASP-119,1,15.6926,390.9309
WASP-165,1,14.12334,209.13214
WASP-167,1,17.71022,2542.64
WD 0806-661,1,12.6,2542.627256
2MASS J04372171+2651014,1,13.0,1271.313628
HATS-22,1,10.682177,870.8542
HAT-P-68,1,12.016048,230.10892
HAT-P-38,1,9.247,84.857
HATS-56,1,18.920792,191.33366
HD 101930,1,10.6,79.4575
HD 109749,1,11.1,85.8141
HD 135625,1,13.3,731.0053361
HD 213240,1,12.8,1655.88600047
GJ 3021,1,13.1,1071.04
HD 56414,1,3.71,13.3
BD+14 4559,1,13.8,330.5432
HD 73256,1,12.2,5085.254512
HD 79498,1,13.6,425.8922
HD 90156,1,4.43,17.98
1RXS J160929.1-210524,1,18.647,3000.0
WASP-59,1,8.687,274.276
WASP-147,1,12.498035,87.40325
HIP 5763,1,14.2,162.09248757
K2-208,1,1.67462172,3.45
K2-222,1,2.35,8.7
WASP-105,1,10.76064,572.094
WASP-101,1,16.02887,162.0933
KMT-2023-BLG-1431L,1,3.76,13.6
TOI-833,1,1.27,2.15
KOI-7913 A,1,2.34,6.08
Kepler-1158,1,2.34,6.08
TOI-5726,1,2.554,7.05
Kepler-1213,1,1.19,1.81
TOI-5153,1,11.88151954,1036.12060682
Kepler-1414,1,1.23,2.04
2MASS J01225093-2439505,1,11.209,7786.5
Kepler-1543,1,2.71,7.8
Kepler-1627,1,3.69,13.2
Kepler-1680,1,1.35954736,2.42
OGLE-2019-BLG-1470L A,1,13.3,699.2224954
OGLE-2019-BLG-0304L,1,14.2,162.09248757
OGLE-2018-BLG-0567L,1,12.3,101.70509024
OGLE-2013-BLG-0341L B,1,1.16,1.66
Kepler-942,1,2.13,5.18
Kepler-525,1,2.63,7.41
Kepler-928,1,1.59,3.15
Kepler-535,1,2.36,6.17
Kepler-546,1,7.0,39.1
Kepler-551,1,2.73,7.9
Kepler-655,1,2.71,7.8
Kepler-698,1,3.68,13.1
Kepler-743,1,1.21,1.92
Kepler-939,1,1.75,3.71
LHS 475,1,0.991,0.941
MOA-2010-BLG-073L,1,12.4,3500.0
OGLE-2011-BLG-0265L,1,13.9,280.0
OGLE-2014-BLG-0319L,1,14.1,181.16219199
OGLE-2014-BLG-0676L,1,13.0,1169.60853776
OGLE-2017-BLG-0482L,1,2.95,9.0
OGLE-2019-BLG-1180L,1,13.5,555.24622703
OGLE-TR-111,1,11.421971,174.799
OGLE-TR-132,1,13.45,375.02
TOI-2373,1,10.42435205,2955.8041851
TOI-2407,1,4.26,16.8
TOI-2427,1,1.8,3.89
TOI-2447,1,9.60609646,124.90656395
TOI-2641,1,18.10250383,122.6817651
WASP-1,1,16.623,271.415
WASP-100,1,14.90797,400.4658
WASP-158,1,11.99363,886.7457
WASP-56,1,10.53646,143.0235
WASP-98,1,12.823096,293.03926
11 Com,1,12.2,4914.89848585
Kepler-824,1,1.87,4.16
GJ 680,1,12.0,7977.4930157
GJ 896 A,1,13.3,718.29219982
HAT-P-39,1,17.609,190.372
HAT-P-61,1,10.07687365,335.9446262
HATS-6,1,11.186582,101.38777
HD 103720,1,14.1,197.046
HD 10697,1,12.8,1825.2885414
Kepler-800,1,2.85,8.5
HD 110082,1,3.2,10.3
HD 143105,1,13.7,384.5743
HD 145377,1,12.8,1913.3366
HD 17674,1,13.9,276.5121
HD 45652,1,14.3,137.62039
HD 80913,1,12.0,7505.2000029
HD 82886,1,13.3,740.5439
HIP 105854,1,12.6,2606.1
K2-132,1,14.5717,155.7367
K2-2016-BLG-0005L,1,13.7,349.6112477
K2-245,1,4.34,17.4
K2-375,1,2.243,5.66
KMT-2022-BLG-0440L,1,4.05,15.4
KMT-2023-BLG-1896L,1,4.19,16.35
Kepler-1006,1,1.54,2.99
Kepler-1075,1,1.42,2.6
Kepler-776,1,1.28,2.18
Kepler-1205,1,1.41,2.57
Kepler-1259,1,1.43,2.63
Kepler-572,1,2.58,7.18
Kepler-1381,1,2.25,5.69
Kepler-1306,1,1.91,4.31
Kepler-1538,1,2.82,8.35
Kepler-16,1,8.4493,105.833
Kepler-570,1,2.45,6.57
Kepler-1640,1,4.82,20.7
Kepler-1758,1,2.57059831,7.13
Kepler-1780,1,3.60600667,12.7
Kepler-1812,1,2.3249424,6.01
Kepler-1824,1,2.38127597,6.26
Kepler-558,1,2.37,6.21
Kepler-1964,1,1.7810587,3.83
Kepler-519,1,2.1,5.06
Kepler-1914,1,2.9429803,8.97
Kepler-1861,1,2.20677414,5.5
Kepler-491,1,8.92,59.0
Kepler-5,1,15.984034,670.93913
Kepler-684,1,3.36,11.2
Kepler-780,1,0.89,0.64
Kepler-946,1,1.93,4.38
Kepler-947,1,2.28,5.82
Kepler-948,1,1.85,4.08
MOA-2011-BLG-293L,1,12.9,1500.0
OGLE-2012-BLG-0406L,1,13.2,868.0
OGLE-2015-BLG-1609L,1,10.4,76.27881768
Kepler-1836,1,2.55303229,7.05
TOI-1855,1,18.49481816,360.09958513
TOI-2109,1,15.098497,1595.49860314
TOI-2211,1,1.561,3.06
TOI-2285,1,1.77,19.5
Kepler-1736,1,3.8765856,14.3
TOI-3082,1,3.6621,13.0
TOI-4487 A,1,14.60530185,397.28550875
TOI-4641,1,8.18255591,1229.99593509
TOI-4734,1,10.9175472,61.65871096
TOI-6330,1,10.89,3179.0
WASP-114,1,15.008851,562.24127
WASP-121,1,19.52604438,371.85923619
WASP-139,1,8.9672,37.18611
2MASS J04414489+2301513,1,12.6,2383.6
91 Aqr,1,13.1,1017.0
EPIC 201427007,1,1.5,2.86
GJ 649,1,10.8,81.99972901
HAT-P-41,1,22.97845,378.2177
HAT-P-43,1,13.63,210.395
HATS-14,1,11.646151,340.39593
HATS-9,1,13.85,266.02371
HD 126614,1,12.7,107.74382997
Kepler-1563,1,0.75,0.347
HD 20782,1,13.6,472.83
HD 210193,1,14.3,153.1
Kepler-1516,1,1.75,3.71
Kepler-1476,1,1.67,3.43
HD 98219,1,13.4,624.21812
HIP 35965,1,12.6,2589.98368864
K2-258,1,3.0,9.27
K2-315,1,0.95,0.809
K2-85,1,1.4,3.2
K2-95,1,3.31,11.0
Kepler-1035,1,1.17,1.71
Kepler-1273,1,2.49,6.76
Kepler-1394,1,1.39,2.51
Kepler-1426,1,1.56,3.05
Kepler-1441,1,1.31,2.27
Kepler-1455,1,2.16,5.31
Kepler-1608,1,1.73,3.64
Kepler-1708,1,9.96,1462.0106722
Kepler-1798,1,2.30911251,5.94
Kepler-1830,1,3.32992941,11.1
Kepler-1874,1,2.21110724,5.52
Kepler-1935,1,2.50271696,6.82
GJ 832,1,13.8,314.65012293
Kepler-537,1,1.41,2.57
Kepler-1144,1,1.99,4.62
Kepler-623,1,3.01,9.32
Kepler-642,1,2.9,8.75
Kepler-1136,1,1.64,3.33
Kepler-886,1,1.52,2.92
KMT-2019-BLG-2783L,1,13.7,368.68095212
Kepler-944,1,2.63,7.41
Kepler-972,1,4.65,19.5
Kepler-988,1,2.07,4.94
Kepler-994,1,1.6,3.19
Kepler-999,1,2.34,6.08
LHS 1815,1,1.088,1.58
MOA-2009-BLG-266L,1,3.21,10.4
OGLE-2005-BLG-071L,1,13.0,1200.0
OGLE-2017-BLG-1434L,1,1.94,4.43
Qatar-10,1,17.295487,233.92288
TOI-157,1,14.414774,375.0394
TOI-2088,1,3.6831179,37.0
K2-400,1,1.163,1.67
TOI-3331 A,1,12.97999965,721.47048389
TOI-628,1,11.88154,2011.8639
TOI-858 B,1,14.06727078,349.6112477
WASP-64,1,14.247,403.945
K2-293,1,2.45,6.57
2MASS J01033563-5515561 A,1,12.3,4131.79
HD 108341,1,13.3,715.11391575
HD 114386,1,13.7,362.3262
HD 147513,1,13.7,385.0
HD 18438,1,12.1,6674.396547
HD 8326,1,9.58,66.6
HD 219139,1,14.0,247.90615746
HD 222582,1,12.6,2660.2371
HD 22532,1,13.4,673.79622284
HD 28678,1,13.5,490.09386
HD 181720,1,14.0,127.132
HD 77946,1,2.89646124,10.9
HATS-11,1,18.03,263.7989
HIP 107773,1,13.4,629.3034
K2-22,1,2.3,444.962
K2-70,1,2.89,8.7
KELT-14,1,19.537287,408.09372
KMT-2016-BLG-1107L,1,13.1,1043.0
KMT-2021-BLG-0192L,1,6.56,34.96112477
Kepler-1036,1,3.01,9.32
Kepler-1066,1,2.36,6.17
Kepler-1188,1,2.08,4.98
Kepler-1271,1,1.48,2.79
Kepler-1276,1,1.19,1.81
Kepler-1298,1,1.31,2.27
Kepler-1313,1,1.76,3.75
Kepler-1477,1,1.18,1.76
Kepler-1498,1,1.33,2.33
Kepler-1524,1,3.54,12.3
Kepler-1674,1,3.2057749,10.4
Kepler-1698,1,1.07315686,1.25
Kepler-1750,1,6.00434637,30.1
Kepler-1813,1,1.413,2.58
Kepler-1886,1,2.58158428,7.18
Kepler-1888,1,1.32578716,2.32
81 Cet,1,13.1,1051.05854195
EPIC 201757695,1,0.90819,0.688
BD+60 1417,1,14.68376472,4767.426105
Kepler-423,1,13.361,189.101
Kepler-544,1,2.12,5.14
Kepler-575,1,2.39,6.3
Kepler-600,1,2.9,8.75
Kepler-636,1,4.45,18.1
Kepler-669,1,4.83,20.8
Kepler-744,1,1.62,3.26
Kepler-812,1,3.55,12.3
OGLE-2016-BLG-1800L,1,13.2,823.17557413
TIC 393818343,1,12.18416202,1379.37528638
TOI-1227,1,9.57246952,66.5
BD+15 2940,1,13.7,352.78
TOI-1739,1,1.946,4.45
TOI-1853,1,3.46,73.2
TOI-2529,1,11.54525012,743.71847238
TOI-6716,1,0.982,0.911
TOI-837,1,9.16894621,120.45696625
