hostname,n_planets,avg_radius_earth,avg_mass_earth,sy_dist,ra,dec
TOI-904,2,2.2965,5.9,46.0891,89.3712733,-83.1297264
HD 93963 A,2,2.294652125,10.6,82.3432,162.7766969,25.641065
K2-199,2,2.29,9.65,107.518,208.9014508,-6.1360833
K2-275,2,2.275,5.8,123.438,132.1698795,20.4550162
Kepler-165,2,2.275,5.795,560.885,280.69092,47.8096702
GJ 887,2,2.275,5.9,3.29,346.4668274,-35.8530693
Kepler-760,2,2.27,6.1899999999999995,792.336,287.5931997,44.1794278
Kepler-903,2,2.2699999999999996,5.82,1369.24,288.7710137,40.6641771
Kepler-656,2,2.265,6.24,890.352,288.3278778,47.381538
Kepler-598,2,2.262104705,6.13,681.086,293.1234493,40.9348005
Kepler-119,2,2.2600000000000002,6.6605,701.996,295.9463854,42.6588324
EPIC 220674823,2,2.258,7.5600000000000005,244.59,13.0800239,10.7947051
K2-331,2,2.255,5.8549999999999995,211.43,132.7376431,13.170269
Kepler-180,2,2.255,6.09,695.65,295.5712566,49.774514
Kepler-294,2,2.24,5.79,1357.01,287.3920392,46.0592578
Kepler-243,2,2.22,5.595000000000001,693.86,285.1104819,42.0339619
K2-84,2,2.2199999999999998,5.585,284.876,55.8093566,16.6344396
Kepler-312,2,2.2199999999999998,6.154999999999999,797.72,298.3957687,42.4597712
Kepler-343,2,2.215,5.5649999999999995,927.193,291.960662,42.4329567
Kepler-123,2,2.21,29.044999999999998,1021.66,296.9985853,42.7819633
K2-389,2,2.185,5.43,259.208,355.6304152,-9.7135814
K2-270,2,2.165,5.745,280.518,131.2665588,13.5497322
Kepler-183,2,2.165,20.3,1050.64,293.5308112,39.3159329
K2-21,2,2.165,5.4,83.6448,340.3037846,-14.4893256
Kepler-155,2,2.165,5.335,293.499,288.4957831,51.0819286
Kepler-204,2,2.16,5.4,686.723,285.347162,41.761845
K2-247,2,2.1550000000000002,5.285,258.113,188.8935189,-10.0692793
Kepler-1921,2,2.15229729,5.6450000000000005,928.989,300.3161723,45.4953271
Kepler-2000,2,2.15,5.495,320.588,285.5743032,49.9621218
HD 15337,2,2.1479999999999997,6.6555,44.8155,36.8678846,-27.6361171
Kepler-716,2,2.14640768,5.635,635.009,290.3931809,43.3638577
TOI-836,2,2.1455,7.0649999999999995,27.5024,225.0798831,-24.4542022
Kepler-162,2,2.145,5.779999999999999,855.641,297.2789115,43.7239693
K2-350,2,2.14,5.470000000000001,489.368,204.0355092,-14.0092516
Kepler-308,2,2.14,5.225,1335.92,295.7852423,40.4395753
Kepler-1266,2,2.13011981,5.32,849.312,285.8693277,42.7279996
Kepler-1990,2,2.125,5.802,392.739,299.7047433,44.4357068
Kepler-1350,2,2.125,5.2700000000000005,340.691,288.250611,46.6794847
K2-146,2,2.12,6.63,79.3002,130.0266951,19.0923416
HIP 113103,2,2.1145,5.175,46.2122,343.5723794,-43.0102291
TOI-1782,2,2.1035,5.12,95.2649,213.0787718,74.4117909
K2-243,2,2.09,5.025,266.864,181.1211419,-4.8991358
K2-188,2,2.09,5.3950000000000005,446.821,129.8137008,23.3574367
Kepler-261,2,2.09,5.025,317.499,291.3647333,37.609239
Kepler-161,2,2.085,3.12,434.632,290.5164698,43.0838642
Kepler-355,2,2.085,5.265,1432.17,285.7994917,42.8117427
K2-5,2,2.085,5.02,202.943,169.3034598,-1.8778254
HD 110113,2,2.081924085,7.525,106.307,190.0365636,-44.3120777
Kepler-269,2,2.08,5.08,2257.32,290.2151459,41.775981
Kepler-168,2,2.075,5.215,1343.6,294.7101832,39.8250437
Kepler-990,2,2.065,5.115,802.163,297.9381813,46.8813194
Kepler-1814,2,2.064806785,4.98,726.346,285.2166767,41.2824449
Kepler-375,2,2.05,5.105,1238.81,288.6178715,48.0983639
Kepler-466,2,2.05,5.3,530.122,295.6486585,48.4955191
K2-282,2,2.05,4.995,496.289,13.4321524,7.9952914
K2-117,2,2.045,4.84,101.632,133.8557342,10.4692176
Kepler-321,2,2.045,4.885,384.542,294.4536991,44.1457626
Kepler-187,2,2.04,5.09,1143.0,299.7964955,44.0892448
Kepler-1705,2,2.04,4.945,1633.49,301.5785316,44.3121639
Kepler-309,2,2.035,4.949999999999999,544.568,297.5098911,46.9614121
K2-154,2,2.03,4.78,129.356,189.0015173,-2.6696217
Kepler-110,2,2.02,4.765,586.531,292.9291693,48.6028303
Kepler-136,2,2.02,12.21,420.818,296.4673039,42.5987984
Kepler-1991,2,2.02,4.945,855.82,285.0360506,45.0709909
Kepler-291,2,2.02,4.75,1786.48,287.9163029,42.4372666
Kepler-1162,2,2.01,4.725,940.211,283.2920273,45.4339813
Kepler-864,2,2.01,4.805,2022.9,285.0570943,46.3206074
K2-62,2,2.005,4.68,112.467,334.3645089,-12.1874776
Kepler-113,2,2.0,10.2,262.351,287.9978721,50.9441847
Kepler-1802,2,1.9965000000000002,4.715,636.694,300.2420869,44.1412854
K2-224,2,1.985,4.72,275.255,189.7041426,-10.0605942
Kepler-361,2,1.9849999999999999,4.800000000000001,930.32,296.8034146,46.7411011
Kepler-105,2,1.9849999999999999,8.2,459.223,287.8872376,46.2761224
Kepler-147,2,1.98,4.720000000000001,1042.02,287.9757213,39.087168
Kepler-213,2,1.98,4.67,634.939,290.8241931,44.6472832
TOI-2345,2,1.9775,5.38,81.6541,43.884794,-34.9779745
Kepler-379,2,1.975,4.625,731.274,295.7010981,38.9458209
Kepler-283,2,1.975,4.575,468.094,293.6137413,47.838938
Kepler-69,2,1.975,4.61,730.625,293.2609013,44.8688656
Kepler-1491,2,1.975,4.71,2065.59,293.6297645,45.7406293
Kepler-633,2,1.9629999999999999,4.59,680.54,295.2173259,40.5921599
Kepler-300,2,1.96,4.5600000000000005,1098.45,295.2886934,48.5997243
K2-158,2,1.96,4.82,197.299,179.9397081,-5.7216879
TOI-1798,2,1.956,6.05,113.181,211.0939367,46.5192825
Kepler-1093,2,1.955,4.48,1072.88,284.9780251,41.4202077
HD 25463,2,1.9544538349999998,6.5,45.6181,60.7483361,9.2077676
K2-90,2,1.9500000000000002,4.755,134.188,59.1527391,22.4724517
GJ 3473,2,1.947,4.635,27.3644,120.5936065,3.3371629
Kepler-50,2,1.94,8.55,250.11,288.1009312,50.0336844
Kepler-349,2,1.93,49.5,940.724,293.6764689,44.6155972
55 Cnc B,2,1.925,4.4,12.4773,133.167908,28.3152863
TOI-776,2,1.9225,5.95,27.1701,178.577997,-37.5533568
Kepler-246,2,1.92,4.47,626.078,296.4834007,42.6633806
Kepler-212,2,1.915,4.635,687.194,287.6208165,43.1416239
K2-38,2,1.915,7.800000000000001,192.69,240.0333095,-23.1894196
K2-254,2,1.91,4.359999999999999,227.775,185.5507926,-4.7172908
Kepler-28,2,1.908,1.845,438.359,292.1370409,42.4294835
Kepler-317,2,1.9049999999999998,56.705,940.584,294.9438822,39.0320499
K2-374,2,1.903,4.345000000000001,359.439,137.3794986,16.3558324
KOI-1599,2,1.9,6.8,1131.64,298.3738383,40.6184483
K2-240,2,1.9,4.275,72.9105,227.849371,-17.8754464
Kepler-270,2,1.89,4.24,948.781,282.2001207,44.4222795
Kepler-1322,2,1.882462635,4.255,1350.32,293.2045009,45.4353919
Kepler-260,2,1.875,4.19,627.365,291.9259658,38.0140525
Kepler-360,2,1.875,4.21,876.044,286.2847077,44.7815817
EPIC 212297394,2,1.875,4.279999999999999,418.395,207.2061241,-17.6098985
TOI-238,2,1.8695,5.035,80.5407,349.2310814,-18.6066463
Kepler-314,2,1.865,4.624,268.881,294.6741507,42.0756037
Kepler-173,2,1.86,4.345000000000001,833.165,294.6466171,41.8840952
Kepler-200,2,1.8599999999999999,4.165,665.912,284.4099503,41.2374928
LTT 3780,2,1.8575,5.25,21.9814,154.6449033,-11.717801
K2-189,2,1.8565,4.25,242.113,203.6214411,-15.0365158
Kepler-364,2,1.85,4.145,891.462,281.5699998,47.3986233
Kepler-1610,2,1.85,4.12,864.331,295.9049795,45.4054296
Kepler-115,2,1.8450000000000002,4.295,623.609,297.7119299,45.261985
Kepler-1336,2,1.845,4.075,1126.64,296.2776587,46.8998006
Kepler-120,2,1.8399999999999999,5.73,388.63,287.8915707,39.3390979
Kepler-365,2,1.8399999999999999,4.075,1038.99,295.626564,49.130411
Kepler-371,2,1.835,4.025,813.192,292.3264835,38.6575441
K2-343,2,1.835,4.05,166.169,134.2021746,21.5026882
Kepler-231,2,1.83,29.75,316.618,293.9733913,50.531846
Kepler-179,2,1.8199999999999998,3.995,605.68,298.6636163,47.7619329
Kepler-607,2,1.815006005,4.32,519.122,291.0571451,44.632306
GJ 806,2,1.8054999999999999,3.8499999999999996,12.0445,311.2697002,44.5002351
GJ 251,2,1.795,3.865,5.58057,103.7002499,33.2664632
Kepler-189,2,1.795,12.309999999999999,591.534,287.5646296,44.3050662
Kepler-337,2,1.795,3.9250000000000003,677.975,290.0605123,47.1639533
EPIC 212587672,2,1.79,4.0600000000000005,320.07,205.4445125,-10.8625468
Kepler-195,2,1.79,3.9000000000000004,652.051,288.1209339,47.9666141
Kepler-236,2,1.7850000000000001,3.875,288.763,283.8664285,39.8981928
Kepler-240,2,1.7850000000000001,52.375,746.927,291.1587635,40.7502108
TOI-1634,2,1.773,7.57,35.2736,56.3906096,37.1122803
K2-185,2,1.77,3.95,268.357,130.2596625,14.6902225
TOI-1468,2,1.7635,3.57,24.7399,16.6538724,19.2249195
Kepler-1488,2,1.755783745,3.745,905.825,286.6464265,49.9377735
GJ 143,2,1.751,13.2,16.32,51.7501882,-63.500166
EPIC 212624936,2,1.75,3.8850000000000002,561.929,210.6376171,-10.0236852
Kepler-370,2,1.75,3.7299999999999995,1167.94,292.1710683,40.9162381
TOI-5799,2,1.7465000000000002,3.7,27.8123,301.630179,15.9891418
Kepler-237,2,1.745,3.7750000000000004,657.822,283.2213438,40.421762
Kepler-202,2,1.74,3.685,285.111,282.9734874,41.3217991
Kepler-273,2,1.74,3.7199999999999998,713.964,291.3021458,47.6976573
Kepler-534,2,1.7335000000000003,3.835,570.659,296.4185696,49.540148
Kepler-280,2,1.73,3.7,780.361,291.3905325,42.1804735
Kepler-377,2,1.725,3.705,823.804,295.4220717,38.7356737
Kepler-732,2,1.725,3.7699999999999996,174.826,283.7317274,45.9585288
Kepler-140,2,1.705,3.555,583.859,287.3694056,46.7681473
K2-166,2,1.705,3.705,476.882,185.1880932,2.2823788
Kepler-1181,2,1.7000000000000002,3.55,938.417,289.7473165,39.5234131
TOI-1347,2,1.7000000000000002,8.75,147.476,280.3266806,70.2900536
TOI-406,2,1.7000000000000002,4.325,31.0597,49.2626428,-42.2441492
TOI-1453,2,1.6985000000000001,2.635,78.7415,258.2232705,57.1977779
Kepler-589,2,1.6936361899999999,3.61,612.803,280.6414331,47.7520581
Kepler-865,2,1.6900000000000002,3.6999999999999997,586.137,297.7242257,43.5272796
Kepler-252,2,1.69,3.655,379.424,295.579329,44.5459052
Kepler-274,2,1.69,3.515,1333.62,292.9227926,38.4772173
Kepler-356,2,1.69,3.51,707.559,292.4210998,37.6827919
Kepler-825,2,1.685,3.5,807.85,294.769825,39.3984081
GJ 3929,2,1.6749999999999998,3.73,15.8095,239.5775678,35.4081141
Kepler-137,2,1.6749999999999998,3.475,302.979,282.1355875,43.0391951
Kepler-329,2,1.665,3.46,439.719,299.2681646,45.2272852
TOI-1238,2,1.66,6.04,70.7145,201.3823387,68.8360678
Kepler-163,2,1.6549999999999998,3.4450000000000003,689.814,295.0027458,46.9873389
Kepler-330,2,1.65,3.425,717.527,288.4474035,44.8017616
TOI-286,2,1.65,4.125,59.2293,90.9842762,-60.6663348
Kepler-1471,2,1.645,3.38,978.678,289.6649171,50.0200612
Kepler-963,2,1.6300000000000001,3.8579999999999997,771.494,296.7529742,45.0411049
Kepler-134,2,1.63,3.395,334.797,284.7391156,49.5984448
Kepler-181,2,1.63,3.385,609.283,296.1512831,50.0957806
Kepler-366,2,1.625,3.295,1856.28,296.8520316,49.0844359
Kepler-131,2,1.625,12.19,228.678,288.5308924,40.942373
K2-35,2,1.625,3.34,252.596,170.1031027,1.2858679
Kepler-1859,2,1.621567875,3.26,1331.25,293.9886751,46.7179996
Kepler-1315,2,1.6119944149999998,3.2699999999999996,480.869,295.8215678,46.0530562
Kepler-415,2,1.6099999999999999,62.300000000000004,530.487,293.8045041,38.6390517
K2-170,2,1.609970035,3.25,392.872,335.4506923,-14.5933554
Kepler-185,2,1.595,3.225,466.735,282.4681674,43.8899464
Kepler-1126,2,1.5899999999999999,3.17,635.736,285.691955,45.6893993
K2-168,2,1.585,3.1950000000000003,243.935,333.1100738,-16.3418863
K2-316,2,1.58,3.17,112.486,233.6247336,-23.2594663
TOI-2096,2,1.5785,3.2,48.4809,151.6186989,74.8272107
Kepler-205,2,1.575,3.1100000000000003,159.72,285.2866912,41.8609357
G 264-012,2,1.575,3.125,16.009,326.6719598,66.803848
K2-414,2,1.5738500000000002,3.1799999999999997,260.036,351.6361913,-4.6066569
Kepler-400,2,1.5699999999999998,3.0949999999999998,845.97,290.9444679,40.4800528
Kepler-784,2,1.565,3.0700000000000003,1303.72,295.9206663,47.4486164
Kepler-1312,2,1.56366367,3.065,299.104,292.9712801,41.0357494
Kepler-783,2,1.5557686249999998,3.2195,516.09,291.0628615,47.484789
Kepler-1370,2,1.5550000000000002,3.0949999999999998,1004.1,284.5656897,41.7784781
Kepler-125,2,1.5550000000000002,3.27,183.365,298.2581101,47.6050031
Kepler-59,2,1.54,3.955,1163.22,287.0394932,46.6401677
Kepler-1047,2,1.54,2.9785,817.647,288.6462564,50.7889645
Kepler-1050,2,1.54,2.99,490.488,282.9249847,48.6264015
Kepler-804,2,1.54,2.985,649.65,293.3722109,44.7851812
Kepler-969,2,1.5299999999999998,2.9385000000000003,390.354,288.3724989,47.9335642
EPIC 206317286,2,1.527,2.935,314.35,337.6178427,-7.972456
Kepler-225,2,1.52,2.955,561.101,292.1939846,47.4570808
Kepler-625,2,1.52,2.89,760.708,292.1504723,39.6375254
K2-229,2,1.515,4.775,102.564,186.8729195,-6.7218474
Kepler-755,2,1.51,2.94,399.034,296.8609348,41.0973178
Kepler-190,2,1.51,2.8899999999999997,433.387,288.5839761,44.7337701
LHS 1140,2,1.501,3.755,14.9861,11.248632,-15.2741085
Kepler-262,2,1.5,2.875,613.129,290.7287168,37.2526575
Kepler-404,2,1.495,2.88,812.524,286.3985796,45.3435241
Kepler-135,2,1.4849999999999999,2.79,621.855,290.4950939,38.7954956
Kepler-386,2,1.4849999999999999,2.815,882.462,289.8589165,48.6938077
Kepler-879,2,1.4849999999999999,3.5832,802.672,295.8065515,50.9097521
Kepler-389,2,1.4849999999999999,2.81,816.559,291.9600082,44.9000587
Kepler-887,2,1.4849999999999999,2.775,886.588,290.0907893,39.8169085
Kepler-97,2,1.48,173.755,400.907,287.3265292,48.6733443
Kepler-93,2,1.478,479.33,95.9115,291.4181275,38.6723124
Kepler-323,2,1.4755,5.35,454.883,291.3822988,38.1274595
Kepler-128,2,1.471,3.585,396.379,282.4922622,43.9802442
Kepler-382,2,1.455,2.7249999999999996,935.446,299.1362435,45.8699582
EPIC 206042996,2,1.45,2.7,451.769,337.5136198,-13.6101475
Kepler-1245,2,1.44,2.67,805.936,290.7443078,43.260753
Kepler-524,2,1.435,2.5749999999999997,1058.24,296.8591787,49.1620125
TOI-2322,2,1.4340000000000002,10.205,59.861,116.9731027,-71.0019671
TOI-771,2,1.4300000000000002,2.67,25.2788,164.1138903,-72.9851736
Kepler-2001,2,1.4300000000000002,2.545,776.55,291.6594558,50.5838585
Kepler-376,2,1.4300000000000002,2.55,923.067,291.6071451,38.4103192
Kepler-348,2,1.425,2.625,570.783,297.2550814,40.5483883
HD 260655,2,1.3864999999999998,2.615,10.0055,99.2915429,17.5662696
Kepler-520,2,1.365,2.315,623.901,293.1802903,41.6177408
Kepler-653,2,1.365,2.4295,595.634,282.2130447,46.7177898
K2-83,2,1.3635000000000002,2.44,125.529,59.9013782,15.5587994
LP 890-9,2,1.3435000000000001,19.25,32.4298,64.1309096,-28.3157909
Kepler-144,2,1.34,2.3600000000000003,384.917,281.9156128,42.7755535
Kepler-322,2,1.3399999999999999,2.22,400.48,281.3487514,44.2952525
TOI-5489,2,1.3399999999999999,2.3600000000000003,45.0907,128.691294,11.4895882
Kepler-1834,2,1.3396917,2.355,500.395,294.6646789,39.7838461
Kepler-1464,2,1.33,2.181,1151.73,287.2356828,38.7540824
K2-407,2,1.3215,2.3049999999999997,218.376,232.5552584,-23.0067371
GJ 1132,2,1.310757325,2.238524095,12.613,153.7090696,-47.1549358
Kepler-393,2,1.31,2.27,881.404,290.995205,45.192188
Kepler-373,2,1.3,2.245,1090.45,289.3879904,50.5970115
K2-50,2,1.295,2.061,257.443,169.483654,5.988289
TOI-2095,2,1.29,5.75,41.9176,285.6365235,75.4185135
GJ 273,2,1.2850000000000001,2.035,5.921535,111.852091,5.225807
Kepler-383,2,1.28,2.1849999999999996,470.0,291.3426078,38.3631616
GJ 3323,2,1.275,2.165,5.37484,75.4868824,-6.9485133
Kepler-211,2,1.275,10.215,309.353,285.4391183,43.1685051
Kepler-1067,2,1.27341214,2.0685000000000002,667.693,285.3873706,45.0490265
Kepler-369,2,1.27,2.04,214.0,293.6743322,47.9084727
Kepler-320,2,1.255,2.0,826.613,293.2135155,46.1751457
Kepler-367,2,1.25,2.055,188.027,297.292558,49.9817499
LTT 1445 A,2,1.2435,2.135,6.86929,45.4624781,-16.5944956
Kepler-380,2,1.23,1.98,813.713,282.3947017,48.7591334
Kepler-285,2,1.23,1.91,824.31,291.3908469,48.0655392
K2-190,2,1.22491023,1.875,160.679,205.3630485,-13.1608686
Kepler-333,2,1.215,14.805,324.413,292.2861201,40.9135429
Kepler-1894,2,1.205588795,1.895,935.191,295.5864604,49.6668523
KOI-3503,2,1.2,9.78,887.064,293.1507654,41.7291532
K2-223,2,1.195,1.75,198.604,185.306183,-10.2820915
Kepler-395,2,1.175,1.69,421.382,293.5111889,45.1366252
Kepler-362,2,1.165,1.6575000000000002,1090.51,291.771603,47.5299192
Kepler-605,2,1.15,1.6179999999999999,556.58,287.2954015,43.2798677
Kepler-1489,2,1.1400000000000001,1.9335,1283.05,281.2957984,44.4654063
Kepler-406,2,1.14,4.529999999999999,364.03,291.8481764,44.9682807
Kepler-353,2,1.135,1.56,384.694,296.8565596,41.7580749
Kepler-1693,2,1.13318351,1.552,760.065,290.2015581,48.1857799
TOI-1450 A,2,1.13,1.3925,22.4467,286.8540627,59.0866254
Kepler-384,2,1.125,1.4849999999999999,895.678,286.0261113,44.7828571
Kepler-316,2,1.1099999999999999,1.4249999999999998,384.938,290.825835,44.1838993
Kepler-974,2,1.09,5.545,134.311,285.0131082,40.2209547
GJ 1002,2,1.065,1.2200000000000002,4.84867,1.6764641,-7.5462123
Kepler-392,2,1.05,1.171,681.428,288.660826,43.3681938
Kepler-141,2,1.0499999999999998,1.4135,301.183,297.9707271,47.7316041
Kepler-1649,2,1.0385,1.115,92.1913,292.5029676,41.8299933
Kepler-303,2,1.015,1.095,209.738,283.1354742,43.6567036
Kepler-1907,2,1.012600365,1.1095,292.111,280.7085829,47.3279236
K2-413,2,0.9963,1.2065,285.162,353.4175668,-7.6120272
HIP 56998,2,0.973,0.882,12.7781,175.2563039,-44.4041485
Kepler-345,2,0.97,1.34,260.0,295.2288521,45.9710432
Kepler-1398,2,0.9650000000000001,0.873,852.204,294.8661073,48.6389923
Kepler-387,2,0.96,0.8600000000000001,801.052,287.7982699,45.6567655
Kepler-1869,2,0.92977677,0.895,113.025,292.6149958,42.7643438
Kepler-1365,2,0.8600000000000001,0.579,840.128,292.1996573,42.0459944
Proxima Cen,2,0.856,0.6575,1.30119,217.3934657,-62.6761821
Kepler-388,2,0.835,0.5115,425.0,284.8280577,44.6086451
Kepler-1972,2,0.835,2.065,287.339,288.3953074,39.8725067
KOI-55,2,0.813,0.5475,1231.02,296.3561853,41.0927315
Kepler-390,2,0.8049999999999999,0.4475,435.277,291.6288086,41.2088351
Kepler-378,2,0.725,0.309,152.094,294.9489697,46.4388673
Kepler-1371,2,0.685,0.2555,515.334,288.8314251,47.5519753
LkCa 15,2,,,158.152,69.8241791,22.3508662
HD 176986,2,,1792.87004389,27.7843,285.7739138,-11.044941
HD 202696,2,,613.4119000000001,188.546,319.2250346,27.2582799
UZ For,2,,2224.7,239.60387482,53.8694682,-25.7393857
Kepler-1979,1,29.33,,1076.27,289.8429062,38.309622
CT Cha,1,24.66,5403.0,190.72,166.0375038,-76.4553693
TOI-3540 A,1,23.53885947,375.03752026,,328.9113712,28.1794996
HAT-P-67,1,23.370765,108.0622,371.686,256.6107279,44.7768849
XO-6,1,23.20263,1398.452,235.479,94.7929552,73.8275672
HAT-P-41,1,22.97845,378.2177,348.185,297.3226523,4.6724124
PDS 70,1,22.86636,635.66,113.064,212.0421402,-41.3980405
HIP 65 A,1,22.75427,1021.18779,61.7856,0.1856063,-54.8308228
Kepler-435,1,22.31,266.97,1418.77,292.2873012,43.1972542
HAT-P-32,1,22.19382,216.1244,289.205,31.0427614,46.6878512
WASP-12,1,22.02564708,467.2101,427.246,97.636645,29.6722662
WASP-78,1,21.63337,352.7913,754.258,63.7562662,-22.1163901
BD-14 3065 A,1,21.59,3932.0,589.423,153.6696689,-15.6428372
KELT-19 A,1,21.40919,1293.5681,300.276,111.5095293,7.6157759
KELT-9,1,21.196219,915.3504,204.455,307.8598998,39.9389161
TOI-1518,1,21.01683881,731.0053361,225.888,352.2675207,67.0348062
HAT-P-70,1,20.96083,2154.8874,330.739,74.5523332,9.9979794
WASP-17,1,20.96083,247.9074,405.908,239.9622479,-28.0617941
HATS-23,1,20.84874,467.2101,639.004,286.36675,-50.0673496
CFHTWIR-Oph 98 A,1,20.8487041,2479.0615746,,246.934277,-23.98115
WASP-76,1,20.78145022,284.13859586,194.459,26.632936,2.700389
HAT-P-33,1,20.73665,292.4036,396.11,113.1842383,33.8350214
WASP-178,1,20.28829,527.5978,427.678,227.270329,-42.7049658
GSC 06214-00210,1,20.1762,5000.0,108.5,245.4776921,-20.7193398
KELT-12,1,19.95202,301.9385,368.03,267.6404906,36.5701761
TOI-2193 A,1,19.83989584,298.75870258,337.064,313.691232,-72.8046404
TOI-2669,1,19.72780603,193.87532827,393.443,134.7226445,-13.3125792
Kepler-12,1,19.660586,137.30256,881.386,286.2434458,50.0403671
HATS-26,1,19.61575,206.5895,861.843,144.9268593,-28.5856004
KELT-14,1,19.537287,408.09372,250.121,108.301409,-42.4097623
WASP-121,1,19.52604438,371.85923619,269.898,107.6002312,-39.0972705
KELT-20,1,19.514869,1074.90106,136.426,294.6614126,31.2192001
HAT-P-57,1,19.50366,448.1403,279.86,274.743418,10.5971968
KELT-15,1,19.50366,416.3573,324.683,117.4149764,-52.1204471
TOI-640,1,19.2794468,181.16219199,341.997,99.7345935,-36.64613
HAT-P-64,1,19.08889413,184.34047606,651.897,68.9743955,2.4312732
Qatar-7,1,19.0553,597.5204,705.981,358.5151344,37.0218242
KELT-4 A,1,19.044091,286.68266,218.05,157.06262,25.5731366
TOI-615,1,18.97680433,138.25535705,360.408,133.4086892,-40.543701
HATS-56,1,18.920792,191.33366,564.409,180.165072,-45.7994559
HATS-67,1,18.887165,460.8535,960.109,180.2087883,-46.1364201
CoRoT-35,1,18.83108758,349.6112477,1123.21,289.3143526,-2.7747085
HATS-64,1,18.819911,305.1168,1080.15,144.2876092,-29.800444
HAT-P-69,1,18.786284,1137.8314,341.263,130.5056385,3.7105662
1RXS J160929.1-210524,1,18.647,3000.0,139.135,242.3762343,-21.0831403
TOI-2886,1,18.6405349,444.9597698,413.673,110.0076569,-10.5698414
TOI-1855,1,18.49481816,360.09958513,176.833,205.3539534,17.6868719
TOI-3807,1,18.49481816,330.54154328,421.745,139.1125648,69.0741284
Kepler-447,1,18.49,435.41,268.041,285.2685283,48.5598835
K2-260,1,18.41635529,546.66486004,663.834,76.8673317,16.8676948
WASP-187,1,18.38276,254.264,371.414,17.47474,25.6816494
HATS-31,1,18.38276,279.6904,773.974,191.7028214,-24.4273897
NGTS-33,1,18.38272835,1153.71711741,437.855,107.8333348,-35.8505185
HAT-P-60,1,18.28184752,182.43350562,233.22,28.2825719,52.0539209
WASP-90,1,18.27067,200.2329,466.433,315.5319489,7.0562793
Kepler-7,1,18.180998,140.16303,922.562,288.5814928,41.0897335
KELT-8,1,18.15858,209.7678,197.572,283.3054489,24.1272483
WASP-82,1,18.15858,371.8611,275.664,72.6605916,1.8938365
WASP-189,1,18.14733975,632.47852993,99.731,225.686732,-3.0314874
TOI-2803 A,1,18.11371281,309.88269682,494.818,93.1147397,-23.4924956
TOI-2641,1,18.10250383,122.6817651,344.045,171.1303716,-42.7321394
HAT-P-65,1,18.05766791,176.07693748,738.519,315.9054895,11.9893675
TrES-4,1,18.04649,247.9074,515.98,268.3043361,37.2117397
NGTS-31,1,18.04645893,355.96781584,497.376,80.4212533,-38.656827
OGLE2-TR-L9,1,18.046,1430.175,1627.63,166.9798793,-61.1462496
HATS-11,1,18.03,263.7989,944.603,289.4007603,-22.3900092
K2-52,1,18.0,,1038.41,246.6114157,-24.9699462
KELT-7,1,17.9344,441.7837,136.681,78.2955912,33.3179532
WISPIT 2,1,17.93436912,1541.46777395,134.907,290.8209991,-7.6820823
WASP-93,1,17.900773,467.2101,370.284,9.4587443,51.288778
MASCARA-1,1,17.90074218,1175.971,182.273,317.5515264,10.7388967
NGTS-2,1,17.878355,235.1942,356.391,215.1227617,-31.2020698
WASP-33,1,17.855937,665.21819,121.944,36.7127375,37.5504441
HAT-P-66,1,17.82231,248.86089,935.456,150.5726262,53.9508237
HAT-P-49,1,17.82231,699.226,350.351,305.4413294,26.6926759
KELT-21,1,17.777474,1242.7153,470.878,304.8000322,32.5810446
WASP-94 A,1,17.71022,158.915,211.211,313.7832393,-34.1357512
HATS-40,1,17.71022,505.3497,1342.29,100.5712467,-29.77678
WASP-54,1,17.71022,187.5197,251.303,205.4542456,-0.1281712
WASP-167,1,17.71022,2542.64,423.552,196.0437932,-35.5495292
WASP-177,1,17.71022,161.45764,176.818,334.7969885,-1.8344301
HAT-P-39,1,17.609,190.372,697.004,113.7582526,17.8300283
HATS-39,1,17.59813,200.2329,878.521,112.4192251,-29.9379163
KELT-18,1,17.59813,375.0394,321.376,216.5238248,59.4442735
WASP-172,1,17.59813,149.3801,538.11,199.433742,-47.2375748
KELT-3,1,17.48604,616.5902,210.252,148.6431193,40.3879446
WASP-153,1,17.37395,123.9537,610.176,279.2624729,40.0186905
CD-35 2722,1,17.37392009,9375.9380065,22.3896,92.3300147,-35.8255375
TOI-2580,1,17.37392009,200.23189641,379.253,62.1992072,67.1165264
WASP-31,1,17.363,151.916,383.829,169.4388603,-19.0547781
HD 202772 A,1,17.317905,323.23311,161.498,319.6995877,-26.6163743
Qatar-10,1,17.295487,233.92288,559.068,284.4439052,69.5708373
TIC 257060897,1,17.26183028,201.50321004,505.703,227.5321527,72.7103128
TOI-2796,1,17.26183028,139.84449908,350.343,84.1527191,0.8962788
WASP-142,1,17.14977,266.9772,730.933,140.5063164,-23.946102
TOI-5592,1,17.14974047,285.72773789,597.026,106.6800684,65.857249
WASP-79,1,17.14974047,270.15414595,246.69,66.3709016,-30.6004362
WASP-103,1,17.127,473.547,375.647,249.3148604,7.1833758
KELT-17,1,17.093725,416.3573,226.5,125.617407,13.7353093
HAT-P-40,1,17.03768,152.5584,464.469,335.5129199,45.4573423
TOI-1181,1,17.02644168,374.71969185,302.819,297.2158166,64.3543506
MASCARA-4,1,16.98160576,532.36258173,170.696,147.5800667,-66.1139253
KOI-13,1,16.948008,2949.4624,519.096,286.9713876,46.8682463
HAT-P-56,1,16.92559,734.1873,320.639,100.8480137,27.2521823
